user_id,attendance_timestamp,event_id,event_name,event_type,attendance_status,event_date
USER018,2026-05-21 18:34:00,EVT003,Obra Teatro,Deportivo,checked_in,2026-05-21
USER013,2026-05-22 18:08:00,EVT004,Networking Startup,Emprendimiento,checked_in,2026-05-22
USER014,2026-05-22 09:42:00,EVT004,Networking Startup,Emprendimiento,checked_in,2026-05-22
USER015,2026-05-22 11:35:00,EVT004,Networking Startup,Emprendimiento,checked_in,2026-05-22
USER016,2026-05-22 09:16:00,EVT004,Networking Startup,Emprendimiento,checked_in,2026-05-22
USER017,2026-05-22 13:55:00,EVT004,Networking Startup,Emprendimiento,checked_in,2026-05-22
USER018,2026-05-22 13:27:00,EVT004,Networking Startup,Emprendimiento,checked_in,2026-05-22
USER019,2026-05-22 09:34:00,EVT004,Networking Startup,Emprendimiento,checked_in,2026-05-22
USER020,2026-05-22 18:46:00,EVT004,Networking Startup,Emprendimiento,checked_in,2026-05-22
USER021,2026-05-22 16:12:00,EVT004,Networking Startup,Emprendimiento,checked_in,2026-05-22
USER022,2026-05-22 16:19:00,EVT004,Networking Startup,Emprendimiento,checked_in,2026-05-22
USER017,2026-05-22 13:28:00,EVT005,Seminario Datos,Recreativo,checked_in,2026-05-22
USER018,2026-05-22 08:15:00,EVT005,Seminario Datos,Recreativo,checked_in,2026-05-22
USER019,2026-05-22 09:04:00,EVT005,Seminario Datos,Recreativo,checked_in,2026-05-22
USER020,2026-05-22 10:01:00,EVT005,Seminario Datos,Recreativo,checked_in,2026-05-22
USER021,2026-05-22 13:35:00,EVT005,Seminario Datos,Recreativo,checked_in,2026-05-22
USER022,2026-05-22 09:37:00,EVT005,Seminario Datos,Recreativo,checked_in,2026-05-22
USER023,2026-05-22 09:00:00,EVT005,Seminario Datos,Recreativo,checked_in,2026-05-22
USER024,2026-05-22 08:45:00,EVT005,Seminario Datos,Recreativo,checked_in,2026-05-22
USER025,2026-05-22 16:03:00,EVT005,Seminario Datos,Recreativo,checked_in,2026-05-22
USER026,2026-05-22 09:04:00,EVT005,Seminario Datos,Recreativo,checked_in,2026-05-22
USER097,2026-05-22 08:55:00,EVT005,Seminario Datos,Recreativo,checked_in,2026-05-22
USER096,2026-05-22 10:04:00,EVT005,Seminario Datos,Recreativo,checked_in,2026-05-22
USER098,2026-05-22 13:15:00,EVT005,Seminario Datos,Recreativo,checked_in,2026-05-22
USER021,2026-05-23 10:42:00,EVT006,Conferencia Sustentabilidad,Academico,checked_in,2026-05-23
USER022,2026-05-23 11:13:00,EVT006,Conferencia Sustentabilidad,Academico,checked_in,2026-05-23
USER023,2026-05-23 13:08:00,EVT006,Conferencia Sustentabilidad,Academico,checked_in,2026-05-23
USER024,2026-05-23 16:36:00,EVT006,Conferencia Sustentabilidad,Academico,checked_in,2026-05-23
USER025,2026-05-23 13:30:00,EVT006,Conferencia Sustentabilidad,Academico,checked_in,2026-05-23
USER026,2026-05-23 09:50:00,EVT006,Conferencia Sustentabilidad,Academico,checked_in,2026-05-23
USER027,2026-05-23 11:51:00,EVT006,Conferencia Sustentabilidad,Academico,checked_in,2026-05-23
USER028,2026-05-23 11:12:00,EVT006,Conferencia Sustentabilidad,Academico,checked_in,2026-05-23
USER029,2026-05-23 08:06:00,EVT006,Conferencia Sustentabilidad,Academico,checked_in,2026-05-23
USER030,2026-05-23 16:27:00,EVT006,Conferencia Sustentabilidad,Academico,checked_in,2026-05-23
USER025,2026-05-23 10:27:00,EVT007,Taller Liderazgo,Cultural,checked_in,2026-05-23
USER026,2026-05-23 11:29:00,EVT007,Taller Liderazgo,Cultural,checked_in,2026-05-23
USER027,2026-05-23 18:46:00,EVT007,Taller Liderazgo,Cultural,checked_in,2026-05-23
USER028,2026-05-23 08:43:00,EVT007,Taller Liderazgo,Cultural,checked_in,2026-05-23
USER029,2026-05-23 16:41:00,EVT007,Taller Liderazgo,Cultural,checked_in,2026-05-23
USER030,2026-05-23 08:03:00,EVT007,Taller Liderazgo,Cultural,checked_in,2026-05-23
USER031,2026-05-23 11:46:00,EVT007,Taller Liderazgo,Cultural,checked_in,2026-05-23
USER032,2026-05-23 10:51:00,EVT007,Taller Liderazgo,Cultural,checked_in,2026-05-23
USER033,2026-05-23 18:06:00,EVT007,Taller Liderazgo,Cultural,checked_in,2026-05-23
USER034,2026-05-23 09:12:00,EVT007,Taller Liderazgo,Cultural,checked_in,2026-05-23
USER029,2026-05-24 09:34:00,EVT008,Mesa Dialogo,Deportivo,checked_in,2026-05-24
USER030,2026-05-24 11:08:00,EVT008,Mesa Dialogo,Deportivo,checked_in,2026-05-24
USER031,2026-05-24 11:11:00,EVT008,Mesa Dialogo,Deportivo,checked_in,2026-05-24
USER032,2026-05-24 10:29:00,EVT008,Mesa Dialogo,Deportivo,checked_in,2026-05-24
USER033,2026-05-24 09:55:00,EVT008,Mesa Dialogo,Deportivo,checked_in,2026-05-24
USER034,2026-05-24 08:28:00,EVT008,Mesa Dialogo,Deportivo,checked_in,2026-05-24
USER035,2026-05-24 18:55:00,EVT008,Mesa Dialogo,Deportivo,checked_in,2026-05-24
USER036,2026-05-24 18:35:00,EVT008,Mesa Dialogo,Deportivo,checked_in,2026-05-24
USER037,2026-05-24 08:03:00,EVT008,Mesa Dialogo,Deportivo,checked_in,2026-05-24
USER038,2026-05-24 16:34:00,EVT008,Mesa Dialogo,Deportivo,checked_in,2026-05-24
USER033,2026-05-24 09:26:00,EVT009,Expo Proyectos,Emprendimiento,checked_in,2026-05-24
USER034,2026-05-24 11:30:00,EVT009,Expo Proyectos,Emprendimiento,checked_in,2026-05-24
USER035,2026-05-24 09:55:00,EVT009,Expo Proyectos,Emprendimiento,checked_in,2026-05-24
USER036,2026-05-24 11:03:00,EVT009,Expo Proyectos,Emprendimiento,checked_in,2026-05-24
USER037,2026-05-24 09:24:00,EVT009,Expo Proyectos,Emprendimiento,checked_in,2026-05-24
USER038,2026-05-24 08:24:00,EVT009,Expo Proyectos,Emprendimiento,checked_in,2026-05-24
USER039,2026-05-24 10:50:00,EVT009,Expo Proyectos,Emprendimiento,checked_in,2026-05-24
USER040,2026-05-24 18:29:00,EVT009,Expo Proyectos,Emprendimiento,checked_in,2026-05-24
USER041,2026-05-24 10:27:00,EVT009,Expo Proyectos,Emprendimiento,checked_in,2026-05-24
USER042,2026-05-24 16:46:00,EVT009,Expo Proyectos,Emprendimiento,checked_in,2026-05-24
USER091,2026-05-24 18:35:00,EVT009,Expo Proyectos,Emprendimiento,checked_in,2026-05-24
USER092,2026-05-24 16:45:00,EVT009,Expo Proyectos,Emprendimiento,checked_in,2026-05-24
USER094,2026-05-24 11:09:00,EVT009,Expo Proyectos,Emprendimiento,checked_in,2026-05-24
USER037,2026-05-25 09:18:00,EVT010,Clase Magistral,Recreativo,checked_in,2026-05-25
USER038,2026-05-25 09:03:00,EVT010,Clase Magistral,Recreativo,checked_in,2026-05-25
USER039,2026-05-25 13:47:00,EVT010,Clase Magistral,Recreativo,checked_in,2026-05-25
USER040,2026-05-25 13:03:00,EVT010,Clase Magistral,Recreativo,checked_in,2026-05-25
USER041,2026-05-25 16:20:00,EVT010,Clase Magistral,Recreativo,checked_in,2026-05-25
USER042,2026-05-25 08:03:00,EVT010,Clase Magistral,Recreativo,checked_in,2026-05-25
USER043,2026-05-25 13:30:00,EVT010,Clase Magistral,Recreativo,checked_in,2026-05-25
USER044,2026-05-25 13:54:00,EVT010,Clase Magistral,Recreativo,checked_in,2026-05-25
USER045,2026-05-25 13:10:00,EVT010,Clase Magistral,Recreativo,checked_in,2026-05-25
USER046,2026-05-25 08:32:00,EVT010,Clase Magistral,Recreativo,checked_in,2026-05-25
USER041,2026-05-25 08:54:00,EVT011,Festival Cultural,Academico,checked_in,2026-05-25
USER042,2026-05-25 09:04:00,EVT011,Festival Cultural,Academico,checked_in,2026-05-25
USER043,2026-05-25 13:04:00,EVT011,Festival Cultural,Academico,checked_in,2026-05-25
USER044,2026-05-25 16:55:00,EVT011,Festival Cultural,Academico,checked_in,2026-05-25
USER045,2026-05-25 09:25:00,EVT011,Festival Cultural,Academico,checked_in,2026-05-25
USER046,2026-05-25 08:36:00,EVT011,Festival Cultural,Academico,checked_in,2026-05-25
USER047,2026-05-25 09:37:00,EVT011,Festival Cultural,Academico,checked_in,2026-05-25
USER048,2026-05-25 13:02:00,EVT011,Festival Cultural,Academico,checked_in,2026-05-25
USER049,2026-05-25 13:05:00,EVT011,Festival Cultural,Academico,checked_in,2026-05-25
USER050,2026-05-25 11:42:00,EVT011,Festival Cultural,Academico,checked_in,2026-05-25
USER045,2026-05-26 13:36:00,EVT012,Carrera Campus,Cultural,checked_in,2026-05-26
USER046,2026-05-26 13:20:00,EVT012,Carrera Campus,Cultural,checked_in,2026-05-26
USER047,2026-05-26 10:13:00,EVT012,Carrera Campus,Cultural,checked_in,2026-05-26
USER048,2026-05-26 16:45:00,EVT012,Carrera Campus,Cultural,checked_in,2026-05-26
USER049,2026-05-26 10:15:00,EVT012,Carrera Campus,Cultural,checked_in,2026-05-26
USER050,2026-05-26 10:25:00,EVT012,Carrera Campus,Cultural,checked_in,2026-05-26
USER051,2026-05-26 09:42:00,EVT012,Carrera Campus,Cultural,checked_in,2026-05-26
USER052,2026-05-26 16:19:00,EVT012,Carrera Campus,Cultural,checked_in,2026-05-26
USER053,2026-05-26 11:20:00,EVT012,Carrera Campus,Cultural,checked_in,2026-05-26
USER054,2026-05-26 18:04:00,EVT012,Carrera Campus,Cultural,checked_in,2026-05-26
USER049,2026-05-26 08:34:00,EVT013,Torneo Basquet,Deportivo,checked_in,2026-05-26
USER050,2026-05-26 09:32:00,EVT013,Torneo Basquet,Deportivo,checked_in,2026-05-26
USER051,2026-05-26 10:08:00,EVT013,Torneo Basquet,Deportivo,checked_in,2026-05-26
USER052,2026-05-26 10:04:00,EVT013,Torneo Basquet,Deportivo,checked_in,2026-05-26
USER053,2026-05-26 09:23:00,EVT013,Torneo Basquet,Deportivo,checked_in,2026-05-26
USER054,2026-05-26 10:10:00,EVT013,Torneo Basquet,Deportivo,checked_in,2026-05-26
USER055,2026-05-26 11:53:00,EVT013,Torneo Basquet,Deportivo,checked_in,2026-05-26
USER056,2026-05-26 13:45:00,EVT013,Torneo Basquet,Deportivo,checked_in,2026-05-26
USER057,2026-05-26 10:39:00,EVT013,Torneo Basquet,Deportivo,checked_in,2026-05-26
USER058,2026-05-26 18:41:00,EVT013,Torneo Basquet,Deportivo,checked_in,2026-05-26
USER091,2026-05-26 13:00:00,EVT013,Torneo Basquet,Deportivo,checked_in,2026-05-26
USER098,2026-05-26 16:52:00,EVT013,Torneo Basquet,Deportivo,checked_in,2026-05-26
USER092,2026-05-26 13:19:00,EVT013,Torneo Basquet,Deportivo,checked_in,2026-05-26
USER053,2026-05-27 16:06:00,EVT014,Presentacion Danza,Emprendimiento,checked_in,2026-05-27
USER054,2026-05-27 09:16:00,EVT014,Presentacion Danza,Emprendimiento,checked_in,2026-05-27
USER055,2026-05-27 08:06:00,EVT014,Presentacion Danza,Emprendimiento,checked_in,2026-05-27
USER056,2026-05-27 16:35:00,EVT014,Presentacion Danza,Emprendimiento,checked_in,2026-05-27
USER057,2026-05-27 09:17:00,EVT014,Presentacion Danza,Emprendimiento,checked_in,2026-05-27
USER058,2026-05-27 10:38:00,EVT014,Presentacion Danza,Emprendimiento,checked_in,2026-05-27
USER059,2026-05-27 09:45:00,EVT014,Presentacion Danza,Emprendimiento,checked_in,2026-05-27
USER060,2026-05-27 10:13:00,EVT014,Presentacion Danza,Emprendimiento,checked_in,2026-05-27
USER061,2026-05-27 16:40:00,EVT014,Presentacion Danza,Emprendimiento,checked_in,2026-05-27
USER062,2026-05-27 18:16:00,EVT014,Presentacion Danza,Emprendimiento,checked_in,2026-05-27
USER057,2026-05-27 13:31:00,EVT015,Foro Innovacion,Recreativo,checked_in,2026-05-27
USER058,2026-05-27 10:54:00,EVT015,Foro Innovacion,Recreativo,checked_in,2026-05-27
USER059,2026-05-27 08:05:00,EVT015,Foro Innovacion,Recreativo,checked_in,2026-05-27
USER060,2026-05-27 16:27:00,EVT015,Foro Innovacion,Recreativo,checked_in,2026-05-27
USER061,2026-05-27 18:17:00,EVT015,Foro Innovacion,Recreativo,checked_in,2026-05-27
USER062,2026-05-27 08:00:00,EVT015,Foro Innovacion,Recreativo,checked_in,2026-05-27
USER063,2026-05-27 10:49:00,EVT015,Foro Innovacion,Recreativo,checked_in,2026-05-27
USER064,2026-05-27 09:40:00,EVT015,Foro Innovacion,Recreativo,checked_in,2026-05-27
USER065,2026-05-27 10:10:00,EVT015,Foro Innovacion,Recreativo,checked_in,2026-05-27
USER066,2026-05-27 16:28:00,EVT015,Foro Innovacion,Recreativo,checked_in,2026-05-27
USER061,2026-05-28 13:45:00,EVT016,Charla Emprendimiento,Academico,checked_in,2026-05-28
USER062,2026-05-28 11:35:00,EVT016,Charla Emprendimiento,Academico,checked_in,2026-05-28
USER063,2026-05-28 08:07:00,EVT016,Charla Emprendimiento,Academico,checked_in,2026-05-28
USER064,2026-05-28 08:44:00,EVT016,Charla Emprendimiento,Academico,checked_in,2026-05-28
USER065,2026-05-28 09:34:00,EVT016,Charla Emprendimiento,Academico,checked_in,2026-05-28
USER066,2026-05-28 08:53:00,EVT016,Charla Emprendimiento,Academico,checked_in,2026-05-28
USER067,2026-05-28 10:37:00,EVT016,Charla Emprendimiento,Academico,checked_in,2026-05-28
USER068,2026-05-28 13:09:00,EVT016,Charla Emprendimiento,Academico,checked_in,2026-05-28
USER069,2026-05-28 11:08:00,EVT016,Charla Emprendimiento,Academico,checked_in,2026-05-28
USER070,2026-05-28 08:19:00,EVT016,Charla Emprendimiento,Academico,checked_in,2026-05-28
USER065,2026-05-28 09:43:00,EVT017,Panel Egresados,Cultural,checked_in,2026-05-28
USER066,2026-05-28 09:42:00,EVT017,Panel Egresados,Cultural,checked_in,2026-05-28
USER067,2026-05-28 08:22:00,EVT017,Panel Egresados,Cultural,checked_in,2026-05-28
USER068,2026-05-28 18:35:00,EVT017,Panel Egresados,Cultural,checked_in,2026-05-28
USER069,2026-05-28 18:26:00,EVT017,Panel Egresados,Cultural,checked_in,2026-05-28
USER070,2026-05-28 13:47:00,EVT017,Panel Egresados,Cultural,checked_in,2026-05-28
USER071,2026-05-28 09:15:00,EVT017,Panel Egresados,Cultural,checked_in,2026-05-28
USER072,2026-05-28 18:10:00,EVT017,Panel Egresados,Cultural,checked_in,2026-05-28
USER073,2026-05-28 18:51:00,EVT017,Panel Egresados,Cultural,checked_in,2026-05-28
USER074,2026-05-28 09:26:00,EVT017,Panel Egresados,Cultural,checked_in,2026-05-28
USER096,2026-05-28 08:11:00,EVT017,Panel Egresados,Cultural,checked_in,2026-05-28
USER091,2026-05-28 16:21:00,EVT017,Panel Egresados,Cultural,checked_in,2026-05-28
USER100,2026-05-28 18:26:00,EVT017,Panel Egresados,Cultural,checked_in,2026-05-28
USER069,2026-05-29 18:42:00,EVT018,Taller UX,Deportivo,checked_in,2026-05-29
USER070,2026-05-29 18:47:00,EVT018,Taller UX,Deportivo,checked_in,2026-05-29
USER071,2026-05-29 18:15:00,EVT018,Taller UX,Deportivo,checked_in,2026-05-29
USER072,2026-05-29 10:10:00,EVT018,Taller UX,Deportivo,checked_in,2026-05-29
USER073,2026-05-29 18:44:00,EVT018,Taller UX,Deportivo,checked_in,2026-05-29
USER074,2026-05-29 08:24:00,EVT018,Taller UX,Deportivo,checked_in,2026-05-29
USER075,2026-05-29 18:02:00,EVT018,Taller UX,Deportivo,checked_in,2026-05-29
USER076,2026-05-29 18:30:00,EVT018,Taller UX,Deportivo,checked_in,2026-05-29
USER077,2026-05-29 09:12:00,EVT018,Taller UX,Deportivo,checked_in,2026-05-29
USER078,2026-05-29 18:29:00,EVT018,Taller UX,Deportivo,checked_in,2026-05-29
USER073,2026-05-29 10:19:00,EVT019,Laboratorio Maker,Emprendimiento,checked_in,2026-05-29
USER074,2026-05-29 18:50:00,EVT019,Laboratorio Maker,Emprendimiento,checked_in,2026-05-29
USER075,2026-05-29 18:14:00,EVT019,Laboratorio Maker,Emprendimiento,checked_in,2026-05-29
USER076,2026-05-29 09:01:00,EVT019,Laboratorio Maker,Emprendimiento,checked_in,2026-05-29
USER077,2026-05-29 16:12:00,EVT019,Laboratorio Maker,Emprendimiento,checked_in,2026-05-29
USER078,2026-05-29 11:21:00,EVT019,Laboratorio Maker,Emprendimiento,checked_in,2026-05-29
USER079,2026-05-29 10:55:00,EVT019,Laboratorio Maker,Emprendimiento,checked_in,2026-05-29
USER080,2026-05-29 08:49:00,EVT019,Laboratorio Maker,Emprendimiento,checked_in,2026-05-29
USER081,2026-05-29 10:22:00,EVT019,Laboratorio Maker,Emprendimiento,checked_in,2026-05-29
USER082,2026-05-29 16:32:00,EVT019,Laboratorio Maker,Emprendimiento,checked_in,2026-05-29
USER077,2026-05-30 11:43:00,EVT020,Encuentro Internacional,Recreativo,checked_in,2026-05-30
USER078,2026-05-30 18:34:00,EVT020,Encuentro Internacional,Recreativo,checked_in,2026-05-30
USER079,2026-05-30 10:01:00,EVT020,Encuentro Internacional,Recreativo,checked_in,2026-05-30
USER080,2026-05-30 08:16:00,EVT020,Encuentro Internacional,Recreativo,checked_in,2026-05-30
USER081,2026-05-30 09:37:00,EVT020,Encuentro Internacional,Recreativo,checked_in,2026-05-30
USER082,2026-05-30 10:02:00,EVT020,Encuentro Internacional,Recreativo,checked_in,2026-05-30
USER083,2026-05-30 08:38:00,EVT020,Encuentro Internacional,Recreativo,checked_in,2026-05-30
USER084,2026-05-30 11:22:00,EVT020,Encuentro Internacional,Recreativo,checked_in,2026-05-30
USER085,2026-05-30 16:50:00,EVT020,Encuentro Internacional,Recreativo,checked_in,2026-05-30
USER086,2026-05-30 10:27:00,EVT020,Encuentro Internacional,Recreativo,checked_in,2026-05-30
USER081,2026-05-30 11:36:00,EVT021,Retiro Bienestar,Academico,checked_in,2026-05-30
USER082,2026-05-30 09:16:00,EVT021,Retiro Bienestar,Academico,checked_in,2026-05-30
USER083,2026-05-30 08:45:00,EVT021,Retiro Bienestar,Academico,checked_in,2026-05-30
USER084,2026-05-30 11:00:00,EVT021,Retiro Bienestar,Academico,checked_in,2026-05-30
USER085,2026-05-30 13:51:00,EVT021,Retiro Bienestar,Academico,checked_in,2026-05-30
USER086,2026-05-30 13:43:00,EVT021,Retiro Bienestar,Academico,checked_in,2026-05-30
USER087,2026-05-30 16:47:00,EVT021,Retiro Bienestar,Academico,checked_in,2026-05-30
USER088,2026-05-30 16:42:00,EVT021,Retiro Bienestar,Academico,checked_in,2026-05-30
USER089,2026-05-30 09:23:00,EVT021,Retiro Bienestar,Academico,checked_in,2026-05-30
USER090,2026-05-30 11:04:00,EVT021,Retiro Bienestar,Academico,checked_in,2026-05-30
USER100,2026-05-30 16:21:00,EVT021,Retiro Bienestar,Academico,checked_in,2026-05-30
USER099,2026-05-30 13:20:00,EVT021,Retiro Bienestar,Academico,checked_in,2026-05-30
USER092,2026-05-30 16:54:00,EVT021,Retiro Bienestar,Academico,checked_in,2026-05-30
USER085,2026-05-31 08:46:00,EVT022,Cine Foro,Cultural,checked_in,2026-05-31
USER086,2026-05-31 10:32:00,EVT022,Cine Foro,Cultural,checked_in,2026-05-31
USER087,2026-05-31 10:42:00,EVT022,Cine Foro,Cultural,checked_in,2026-05-31
USER088,2026-05-31 11:20:00,EVT022,Cine Foro,Cultural,checked_in,2026-05-31
USER089,2026-05-31 11:44:00,EVT022,Cine Foro,Cultural,checked_in,2026-05-31
USER090,2026-05-31 10:35:00,EVT022,Cine Foro,Cultural,checked_in,2026-05-31
USER001,2026-05-31 09:12:00,EVT022,Cine Foro,Cultural,checked_in,2026-05-31
USER002,2026-05-31 11:42:00,EVT022,Cine Foro,Cultural,checked_in,2026-05-31
USER003,2026-05-31 11:43:00,EVT022,Cine Foro,Cultural,checked_in,2026-05-31
USER004,2026-05-31 16:11:00,EVT022,Cine Foro,Cultural,checked_in,2026-05-31
USER089,2026-05-31 13:36:00,EVT023,Debate Universitario,Deportivo,checked_in,2026-05-31
USER090,2026-05-31 10:25:00,EVT023,Debate Universitario,Deportivo,checked_in,2026-05-31
USER001,2026-05-31 13:53:00,EVT023,Debate Universitario,Deportivo,checked_in,2026-05-31
USER002,2026-05-31 08:19:00,EVT023,Debate Universitario,Deportivo,checked_in,2026-05-31
USER003,2026-05-31 10:13:00,EVT023,Debate Universitario,Deportivo,checked_in,2026-05-31
USER004,2026-05-31 11:50:00,EVT023,Debate Universitario,Deportivo,checked_in,2026-05-31
USER005,2026-05-31 13:38:00,EVT023,Debate Universitario,Deportivo,checked_in,2026-05-31
USER006,2026-05-31 16:20:00,EVT023,Debate Universitario,Deportivo,checked_in,2026-05-31
USER007,2026-05-31 11:28:00,EVT023,Debate Universitario,Deportivo,checked_in,2026-05-31
USER008,2026-05-31 11:43:00,EVT023,Debate Universitario,Deportivo,checked_in,2026-05-31
USER003,2026-06-01 09:32:00,EVT024,Feria Voluntariado,Emprendimiento,checked_in,2026-06-01
USER004,2026-06-01 11:50:00,EVT024,Feria Voluntariado,Emprendimiento,checked_in,2026-06-01
USER005,2026-06-01 18:47:00,EVT024,Feria Voluntariado,Emprendimiento,checked_in,2026-06-01
USER006,2026-06-01 09:42:00,EVT024,Feria Voluntariado,Emprendimiento,checked_in,2026-06-01
USER007,2026-06-01 08:18:00,EVT024,Feria Voluntariado,Emprendimiento,checked_in,2026-06-01
USER008,2026-06-01 13:42:00,EVT024,Feria Voluntariado,Emprendimiento,checked_in,2026-06-01
USER009,2026-06-01 16:39:00,EVT024,Feria Voluntariado,Emprendimiento,checked_in,2026-06-01
USER010,2026-06-01 10:05:00,EVT024,Feria Voluntariado,Emprendimiento,checked_in,2026-06-01
USER011,2026-06-01 18:48:00,EVT024,Feria Voluntariado,Emprendimiento,checked_in,2026-06-01
USER012,2026-06-01 09:43:00,EVT024,Feria Voluntariado,Emprendimiento,checked_in,2026-06-01
USER007,2026-06-01 09:01:00,EVT025,Demo Day,Recreativo,checked_in,2026-06-01
USER008,2026-06-01 08:15:00,EVT025,Demo Day,Recreativo,checked_in,2026-06-01
USER009,2026-06-01 11:39:00,EVT025,Demo Day,Recreativo,checked_in,2026-06-01
USER010,2026-06-01 18:49:00,EVT025,Demo Day,Recreativo,checked_in,2026-06-01
USER011,2026-06-01 08:29:00,EVT025,Demo Day,Recreativo,checked_in,2026-06-01
USER012,2026-06-01 11:40:00,EVT025,Demo Day,Recreativo,checked_in,2026-06-01
USER013,2026-06-01 13:12:00,EVT025,Demo Day,Recreativo,checked_in,2026-06-01
USER014,2026-06-01 16:44:00,EVT025,Demo Day,Recreativo,checked_in,2026-06-01
USER015,2026-06-01 11:31:00,EVT025,Demo Day,Recreativo,checked_in,2026-06-01
USER016,2026-06-01 11:15:00,EVT025,Demo Day,Recreativo,checked_in,2026-06-01
USER095,2026-06-01 09:41:00,EVT025,Demo Day,Recreativo,checked_in,2026-06-01
USER094,2026-06-01 16:00:00,EVT025,Demo Day,Recreativo,checked_in,2026-06-01
USER099,2026-06-01 18:55:00,EVT025,Demo Day,Recreativo,checked_in,2026-06-01
USER011,2026-06-02 18:06:00,EVT026,Taller Finanzas,Academico,checked_in,2026-06-02
USER012,2026-06-02 18:27:00,EVT026,Taller Finanzas,Academico,checked_in,2026-06-02
USER013,2026-06-02 09:11:00,EVT026,Taller Finanzas,Academico,checked_in,2026-06-02
USER014,2026-06-02 18:44:00,EVT026,Taller Finanzas,Academico,checked_in,2026-06-02
USER015,2026-06-02 13:29:00,EVT026,Taller Finanzas,Academico,checked_in,2026-06-02
USER016,2026-06-02 08:35:00,EVT026,Taller Finanzas,Academico,checked_in,2026-06-02
USER017,2026-06-02 09:54:00,EVT026,Taller Finanzas,Academico,checked_in,2026-06-02
USER018,2026-06-02 08:29:00,EVT026,Taller Finanzas,Academico,checked_in,2026-06-02
USER019,2026-06-02 09:51:00,EVT026,Taller Finanzas,Academico,checked_in,2026-06-02
USER020,2026-06-02 11:42:00,EVT026,Taller Finanzas,Academico,checked_in,2026-06-02
USER015,2026-06-02 13:35:00,EVT027,Capacitacion Servicio,Cultural,checked_in,2026-06-02
USER016,2026-06-02 13:20:00,EVT027,Capacitacion Servicio,Cultural,checked_in,2026-06-02
USER017,2026-06-02 18:28:00,EVT027,Capacitacion Servicio,Cultural,checked_in,2026-06-02
USER018,2026-06-02 13:52:00,EVT027,Capacitacion Servicio,Cultural,checked_in,2026-06-02
USER019,2026-06-02 16:32:00,EVT027,Capacitacion Servicio,Cultural,checked_in,2026-06-02
USER020,2026-06-02 11:53:00,EVT027,Capacitacion Servicio,Cultural,checked_in,2026-06-02
